"Data","Último","Abertura","Máxima","Mínima","Var%"
"16.09.2025","13,630","13,663","13,675","13,630","-0,34%"
"15.09.2025","13,677","13,733","13,733","13,675","-0,87%"
"12.09.2025","13,797","13,813","13,823","13,797","0,00%"
"11.09.2025","13,797","13,787","13,797","13,775","-0,29%"
"10.09.2025","13,837","13,890","13,890","13,833","-0,27%"
"09.09.2025","13,875","13,927","13,927","13,875","-0,25%"
"08.09.2025","13,910","13,938","13,988","13,910","-0,14%"
"05.09.2025","13,930","13,908","13,938","13,908","-0,92%"
"04.09.2025","14,060","14,128","14,128","14,055","0,00%"
"03.09.2025","14,060","14,060","14,065","14,040","-0,02%"
"02.09.2025","14,063","14,085","14,085","14,063","0,59%"
"01.09.2025","13,980","14,000","14,005","13,980","0,38%"
"29.08.2025","13,927","13,915","13,927","13,895","0,14%"
"28.08.2025","13,908","14,030","14,030","13,882","-1,15%"
"27.08.2025","14,070","14,040","14,080","14,040","0,18%"
"26.08.2025","14,045","14,080","14,085","14,045","0,25%"
"25.08.2025","14,010","14,000","14,038","13,993","-0,43%"
"22.08.2025","14,070","14,118","14,120","14,057","-0,74%"
"21.08.2025","14,175","14,047","14,175","14,047","1,13%"
"20.08.2025","14,017","14,050","14,073","13,998","-0,25%"
"19.08.2025","14,052","14,028","14,052","14,025","1,22%"
"18.08.2025","13,882","13,775","13,882","13,775","0,58%"
"15.08.2025","13,802","13,760","13,813","13,760","-0,08%"
"14.08.2025","13,813","13,807","13,823","13,802","-0,01%"
"13.08.2025","13,815","13,795","13,815","13,788","0,58%"
"12.08.2025","13,735","13,725","13,735","13,703","-0,29%"
"11.08.2025","13,775","13,820","13,823","13,765","-0,45%"
"08.08.2025","13,837","13,800","13,837","13,800","-0,32%"
"07.08.2025","13,882","13,950","13,962","13,882","-0,45%"
"06.08.2025","13,945","13,993","13,993","13,945","-0,29%"
"05.08.2025","13,985","13,943","13,985","13,932","0,36%"
"04.08.2025","13,935","13,955","13,955","13,920","-0,78%"
"01.08.2025","14,045","14,050","14,050","14,015","-0,48%"
"31.07.2025","14,113","14,105","14,125","14,100","0,51%"
"30.07.2025","14,042","14,002","14,042","13,962","0,30%"
"29.07.2025","14,000","14,110","14,110","14,000","-0,93%"
"28.07.2025","14,132","14,125","14,132","14,110","-0,07%"
"25.07.2025","14,142","14,145","14,145","14,113","0,26%"
"24.07.2025","14,105","14,024","14,145","14,024","0,30%"
"23.07.2025","14,063","14,004","14,063","14,002","0,38%"
"22.07.2025","14,010","14,005","14,010","13,993","-0,78%"
"21.07.2025","14,120","14,185","14,185","14,120","-0,21%"
"18.07.2025","14,150","14,102","14,170","14,073","0,68%"
"17.07.2025","14,055","14,198","14,198","14,055","-0,48%"
"16.07.2025","14,123","14,142","14,233","14,123","0,52%"
"15.07.2025","14,050","14,012","14,050","13,907","1,03%"
"14.07.2025","13,907","13,877","13,970","13,855","0,30%"
"11.07.2025","13,865","13,953","13,962","13,855","-0,43%"
"10.07.2025","13,925","13,945","13,945","13,892","1,20%"
"09.07.2025","13,760","13,725","13,762","13,720","0,29%"
"08.07.2025","13,720","13,680","13,740","13,672","0,22%"
"07.07.2025","13,690","13,623","13,700","13,623","0,65%"
"04.07.2025","13,602","13,618","13,620","13,602","0,27%"
"03.07.2025","13,565","13,520","13,578","13,507","0,41%"
"02.07.2025","13,510","13,547","13,547","13,505","0,20%"
"01.07.2025","13,483","13,475","13,756","13,450","-0,79%"
"30.06.2025","13,590","13,797","13,815","13,543","-1,93%"
"27.06.2025","13,858","13,931","13,940","13,825","-0,12%"
"26.06.2025","13,875","13,925","13,940","13,875","-0,47%"
"25.06.2025","13,941","13,865","13,943","13,845","0,68%"
"24.06.2025","13,847","13,850","13,930","13,845","0,05%"
"23.06.2025","13,840","13,885","13,890","13,835","-0,11%"
"20.06.2025","13,855","13,887","13,890","13,855","-0,75%"
"18.06.2025","13,960","13,940","14,000","13,890","-0,20%"
"17.06.2025","13,988","13,922","13,988","13,895","0,42%"
"16.06.2025","13,930","14,095","14,125","13,930","-0,83%"
"13.06.2025","14,047","14,125","14,125","13,917","0,95%"
"12.06.2025","13,915","13,920","14,015","13,915","-0,14%"
"11.06.2025","13,935","13,970","14,028","13,938","-0,54%"
"10.06.2025","14,010","14,181","14,210","13,995","-0,67%"
"09.06.2025","14,105","14,210","14,210","14,090","-0,51%"
"06.06.2025","14,177","14,248","14,248","14,127","0,42%"
"05.06.2025","14,118","13,995","14,118","13,995","0,91%"
"04.06.2025","13,990","14,000","14,070","13,990","0,30%"
"03.06.2025","13,948","14,120","14,120","13,948","-0,90%"
"02.06.2025","14,075","14,015","14,075","13,993","0,59%"
"30.05.2025","13,993","14,050","14,050","13,993","0,00%"
"29.05.2025","13,993","14,020","14,020","13,943","-0,12%"
"28.05.2025","14,010","14,010","14,010","14,010","0,37%"
"27.05.2025","13,958","14,012","14,012","13,958","-1,18%"
"26.05.2025","14,125","14,180","14,188","14,113","-0,35%"
"23.05.2025","14,174","14,161","14,280","14,007","1,19%"
"22.05.2025","14,007","14,190","14,208","14,007","-1,46%"
"21.05.2025","14,215","14,200","14,215","14,200","0,53%"
"20.05.2025","14,140","14,026","14,140","14,024","0,81%"
"19.05.2025","14,026","14,127","14,130","14,026","-0,38%"
"16.05.2025","14,080","14,130","14,130","14,068","-0,04%"
"15.05.2025","14,085","14,110","14,110","13,983","1,12%"
"14.05.2025","13,929","13,929","13,929","13,929","-0,56%"
"13.05.2025","14,007","13,870","14,007","13,868","1,04%"
"12.05.2025","13,863","13,762","13,910","13,757","0,75%"
"09.05.2025","13,760","13,842","13,850","13,760","-1,52%"
"08.05.2025","13,972","13,995","13,995","13,880","0,00%"
"07.05.2025","13,972","13,995","14,130","13,927","-1,14%"
"06.05.2025","14,133","14,130","14,133","13,993","0,26%"
"05.05.2025","14,097","14,145","14,150","14,097","0,24%"
"02.05.2025","14,063","14,075","14,169","14,063","-0,26%"
"30.04.2025","14,100","14,225","14,290","14,100","-1,93%"
"29.04.2025","14,377","14,377","14,377","14,377","0,43%"
"28.04.2025","14,315","14,248","14,395","14,248","-1,37%"
"25.04.2025","14,514","14,514","14,514","14,278","0,00%"
"24.04.2025","14,514","14,626","14,626","14,330","-0,71%"
"23.04.2025","14,618","14,618","14,693","14,533","0,00%"
"22.04.2025","14,618","14,580","14,710","14,568","0,02%"
"17.04.2025","14,615","14,675","14,675","14,565","-0,58%"
"16.04.2025","14,700","14,700","14,730","14,663","0,40%"
"15.04.2025","14,642","14,710","14,730","14,642","0,23%"
"14.04.2025","14,608","14,660","14,830","14,608","-1,40%"
"11.04.2025","14,815","15,089","15,089","14,815","-1,63%"
"10.04.2025","15,060","15,114","15,250","14,950","1,36%"
"09.04.2025","14,858","14,858","15,210","14,818","0,09%"
"08.04.2025","14,845","14,855","14,945","14,693","0,39%"
"07.04.2025","14,788","14,945","14,995","14,693","-0,01%"
"04.04.2025","14,790","14,755","14,790","14,730","0,16%"
"03.04.2025","14,767","14,865","15,028","14,767","-1,80%"
"02.04.2025","15,038","14,910","15,038","14,910","0,42%"
"01.04.2025","14,975","15,002","15,102","14,975","-0,86%"
"31.03.2025","15,105","15,251","15,251","15,028","0,42%"
"28.03.2025","15,042","15,160","15,172","15,042","0,18%"
"27.03.2025","15,015","15,012","15,172","14,981","-0,92%"
"26.03.2025","15,155","14,843","15,155","14,843","1,53%"
"25.03.2025","14,927","14,840","14,995","14,833","-0,17%"
"24.03.2025","14,953","14,965","14,975","14,915","1,73%"
"21.03.2025","14,698","14,680","14,945","14,558","-0,12%"
"20.03.2025","14,716","14,600","14,717","14,520","0,79%"
"19.03.2025","14,600","14,620","14,684","14,568","-0,05%"
"18.03.2025","14,608","14,677","14,800","14,608","-1,20%"
"17.03.2025","14,786","14,785","14,790","14,725","0,73%"
"14.03.2025","14,679","14,944","15,052","14,679","-1,02%"
"13.03.2025","14,830","15,023","15,023","14,775","-0,13%"
"11.03.2025","14,850","14,653","14,880","14,653","-0,15%"
"10.03.2025","14,872","14,872","15,073","14,712","-0,03%"
"07.03.2025","14,877","15,047","15,073","14,860","-0,95%"
"06.03.2025","15,020","14,948","15,047","14,948","-0,51%"
"05.03.2025","15,097","15,082","15,330","15,040","-1,11%"
"28.02.2025","15,267","15,042","15,330","15,040","1,75%"
"27.02.2025","15,005","15,045","15,045","14,863","0,57%"
"26.02.2025","14,920","14,865","14,943","14,863","1,51%"
"25.02.2025","14,698","14,760","14,760","14,683","-0,13%"
"24.02.2025","14,717","14,658","14,717","14,658","0,35%"
"21.02.2025","14,665","14,680","14,705","14,665","-0,29%"
"20.02.2025","14,708","14,605","14,708","14,511","0,86%"
"19.02.2025","14,583","14,450","14,583","14,353","0,92%"
"18.02.2025","14,450","14,455","14,691","14,353","0,17%"
"17.02.2025","14,425","14,946","14,946","14,425","-2,12%"
"14.02.2025","14,738","14,775","14,997","14,738","-1,73%"
"13.02.2025","14,997","14,940","15,023","14,920","0,68%"
"12.02.2025","14,895","14,880","14,895","14,858","0,12%"
"11.02.2025","14,877","14,954","14,980","14,877","-0,51%"
"10.02.2025","14,954","14,860","14,954","14,735","0,82%"
"07.02.2025","14,833","14,745","14,943","14,715","0,16%"
"06.02.2025","14,810","14,780","14,810","14,729","1,51%"
"05.02.2025","14,590","14,600","14,670","14,546","0,83%"
"04.02.2025","14,470","14,520","14,530","14,420","-1,96%"
"03.02.2025","14,760","14,775","14,780","14,580","-0,24%"
"31.01.2025","14,795","14,682","14,917","14,682","-1,41%"
"30.01.2025","15,007","15,195","15,195","14,887","-0,65%"
"29.01.2025","15,105","15,105","15,115","15,098","0,30%"
"28.01.2025","15,060","15,070","15,206","15,029","-0,46%"
"27.01.2025","15,130","15,168","15,195","15,040","-0,31%"
"24.01.2025","15,177","15,120","15,195","15,120","0,15%"
"23.01.2025","15,155","15,090","15,155","15,090","1,83%"
"22.01.2025","14,882","15,080","15,080","14,882","-1,54%"
"21.01.2025","15,115","15,140","15,167","15,087","0,31%"
"20.01.2025","15,068","15,169","15,278","15,068","0,19%"
"17.01.2025","15,039","14,890","15,070","14,755","0,80%"
"16.01.2025","14,920","14,780","14,940","14,755","1,84%"
"15.01.2025","14,650","14,760","14,810","14,650","-2,43%"
"14.01.2025","15,015","15,140","15,140","14,975","0,65%"
"13.01.2025","14,918","15,090","15,125","14,918","0,00%"
"10.01.2025","14,918","14,877","15,055","14,750","1,14%"
"09.01.2025","14,750","14,805","14,815","14,677","-0,14%"
"08.01.2025","14,770","14,780","14,800","14,487","1,27%"
"07.01.2025","14,585","14,495","14,632","14,475","-0,17%"
"06.01.2025","14,610","14,565","14,610","14,565","-1,91%"
"03.01.2025","14,895","14,750","14,895","14,740","-1,42%"
"02.01.2025","15,110","15,330","15,330","15,110","-0,23%"
"30.12.2024","15,145","14,944","15,145","14,860","0,95%"
"27.12.2024","15,002","14,782","15,002","14,760","1,92%"
"26.12.2024","14,720","14,840","14,860","14,720","2,87%"
"20.12.2024","14,310","14,680","14,710","14,180","-2,63%"
"19.12.2024","14,697","15,550","15,550","14,697","-0,49%"
"18.12.2024","14,770","14,560","14,840","14,455","3,03%"
"17.12.2024","14,335","14,800","14,847","14,335","-2,08%"
"16.12.2024","14,640","14,640","14,640","14,640","5,23%"
"13.12.2024","13,913","13,762","13,913","13,631","1,90%"
"12.12.2024","13,653","13,630","13,880","13,465","0,98%"
"11.12.2024","13,520","13,520","13,655","13,520","-1,89%"
"10.12.2024","13,780","14,014","14,186","13,780","-2,82%"
"09.12.2024","14,180","13,960","14,220","13,960","1,07%"
"06.12.2024","14,030","13,668","14,030","13,668","2,88%"
"05.12.2024","13,637","13,670","13,688","13,637","-0,84%"
"04.12.2024","13,752","13,930","13,930","13,712","-0,28%"
"03.12.2024","13,790","13,770","13,815","13,710","2,11%"
"02.12.2024","13,505","13,510","13,530","13,401","0,24%"
"29.11.2024","13,472","14,040","14,040","13,472","0,14%"
"28.11.2024","13,453","13,310","13,520","13,195","1,96%"
"27.11.2024","13,195","12,858","13,195","12,837","3,22%"
"25.11.2024","12,783","12,870","12,870","12,783","-0,75%"
"22.11.2024","12,880","12,868","12,945","12,795","0,37%"
"21.11.2024","12,833","12,935","12,935","12,795","-0,71%"
"19.11.2024","12,925","12,920","12,925","12,875","0,17%"
"18.11.2024","12,903","12,917","12,917","12,885","0,02%"
"14.11.2024","12,900","12,930","12,960","12,900","0,08%"
"12.11.2024","12,890","12,730","12,890","12,730","1,34%"
"11.11.2024","12,720","12,785","12,785","12,720","-0,27%"
"08.11.2024","12,755","12,745","12,755","12,745","-0,23%"
"07.11.2024","12,785","12,655","12,785","12,655","0,55%"
"06.11.2024","12,715","12,925","12,925","12,715","-0,82%"
"05.11.2024","12,820","12,950","12,950","12,820","-1,16%"
"04.11.2024","12,970","12,920","12,970","12,920","-1,07%"
"01.11.2024","13,110","12,880","13,110","12,880","2,02%"
"31.10.2024","12,850","12,770","12,850","12,770","0,16%"
"30.10.2024","12,830","12,830","12,830","12,830","0,23%"
"29.10.2024","12,800","12,720","12,800","12,720","0,79%"
"28.10.2024","12,700","12,620","12,700","12,620","0,00%"
"25.10.2024","12,700","12,700","12,700","12,700","-0,66%"
"24.10.2024","12,785","12,910","12,910","12,785","-0,74%"
"23.10.2024","12,880","12,820","12,880","12,820","0,55%"
"22.10.2024","12,810","12,840","12,840","12,810","-0,47%"
"21.10.2024","12,870","12,810","12,870","12,810","-0,16%"
"18.10.2024","12,890","12,790","12,890","12,790","0,31%"
"17.10.2024","12,850","12,830","12,850","12,830","0,86%"
"16.10.2024","12,740","12,710","12,740","12,710","2,41%"
"15.10.2024","12,440","12,440","12,440","12,440","-0,72%"
"14.10.2024","12,530","12,590","12,590","12,530","-1,42%"
"11.10.2024","12,710","12,510","12,710","12,510","2,01%"
"10.10.2024","12,460","12,380","12,460","12,380","0,40%"
"09.10.2024","12,410","12,280","12,410","12,280","2,06%"
"08.10.2024","12,160","12,190","12,190","12,160","-0,98%"
"07.10.2024","12,280","12,320","12,320","12,280","-0,41%"
"04.10.2024","12,330","12,360","12,360","12,330","0,16%"
"03.10.2024","12,310","12,360","12,360","12,310","0,08%"
"02.10.2024","12,300","12,310","12,310","12,300","-0,97%"
"01.10.2024","12,420","12,400","12,420","12,400","0,08%"
"30.09.2024","12,410","12,350","12,410","12,350","0,89%"
"27.09.2024","12,300","12,310","12,310","12,300","0,74%"
"26.09.2024","12,210","12,210","12,210","12,210","-0,41%"
"25.09.2024","12,260","12,260","12,260","12,260","-0,33%"
"24.09.2024","12,300","12,370","12,370","12,300","-1,91%"
"23.09.2024","12,540","12,485","12,540","12,485","1,58%"
"20.09.2024","12,345","12,220","12,345","12,220","1,69%"
"19.09.2024","12,140","12,070","12,140","12,070","1,76%"
"18.09.2024","11,930","12,025","12,025","11,930","-0,95%"
"17.09.2024","12,045","12,090","12,090","12,045","0,29%"
"16.09.2024","12,010","12,010","12,010","12,010","0,50%"
"13.09.2024","11,950","11,980","11,980","11,950","-0,33%"
"12.09.2024","11,990","11,900","11,990","11,900","1,35%"
"11.09.2024","11,830","11,810","11,830","11,810","0,00%"
"10.09.2024","11,830","11,820","11,830","11,820","0,25%"
"09.09.2024","11,800","11,860","11,860","11,800","-0,25%"
"06.09.2024","11,830","11,820","11,830","11,820","-1,50%"
"05.09.2024","12,010","11,940","12,010","11,940","-0,17%"
"04.09.2024","12,030","12,100","12,100","12,030","-0,74%"
"03.09.2024","12,120","12,100","12,120","12,100","-0,57%"
"02.09.2024","12,190","12,230","12,230","12,190","0,00%"
"30.08.2024","12,190","12,080","12,190","12,080","2,35%"
"29.08.2024","11,910","11,870","11,910","11,870","1,19%"
"28.08.2024","11,770","11,730","11,770","11,730","0,68%"
"27.08.2024","11,690","11,710","11,710","11,690","0,43%"
"26.08.2024","11,640","11,650","11,650","11,640","0,00%"
"23.08.2024","11,640","11,660","11,660","11,640","-0,51%"
"22.08.2024","11,700","11,680","11,700","11,680","1,21%"
"21.08.2024","11,560","11,580","11,580","11,560","0,26%"
"20.08.2024","11,530","11,510","11,530","11,510","1,23%"
"19.08.2024","11,390","11,450","11,450","11,390","-0,96%"
"16.08.2024","11,500","11,470","11,500","11,470","-0,43%"
"15.08.2024","11,550","11,540","11,550","11,540","0,96%"
"14.08.2024","11,440","11,460","11,460","11,440","0,26%"
"13.08.2024","11,410","11,420","11,420","11,410","-1,13%"
"12.08.2024","11,540","11,490","11,540","11,490","-0,86%"
"09.08.2024","11,640","11,730","11,730","11,640","-1,69%"
"08.08.2024","11,840","11,840","11,840","11,840","0,25%"
"07.08.2024","11,810","11,810","11,810","11,810","-0,17%"
"06.08.2024","11,830","11,690","11,830","11,690","0,42%"
"05.08.2024","11,780","11,770","11,780","11,770","-0,55%"
"02.08.2024","11,845","11,825","11,845","11,825","-1,50%"
"01.08.2024","12,025","12,005","12,025","12,005","0,33%"
"31.07.2024","11,985","11,985","11,985","11,985","-0,83%"
"30.07.2024","12,085","12,115","12,115","12,085","-0,33%"
"29.07.2024","12,125","12,145","12,145","12,125","-0,08%"
"26.07.2024","12,135","12,155","12,155","12,135","-0,90%"
"25.07.2024","12,245","12,215","12,245","12,215","0,66%"
"24.07.2024","12,165","12,195","12,195","12,165","0,00%"
"23.07.2024","12,165","12,095","12,165","12,095","1,25%"
"22.07.2024","12,015","12,075","12,075","12,015","-0,46%"
"19.07.2024","12,070","12,100","12,100","12,070","0,08%"
"18.07.2024","12,060","12,060","12,060","12,060","1,26%"
"17.07.2024","11,910","11,910","11,910","11,910","0,68%"
"16.07.2024","11,830","11,790","11,830","11,790","0,08%"
"15.07.2024","11,820","11,830","11,830","11,820","1,20%"
"12.07.2024","11,680","11,760","11,760","11,680","0,00%"
"11.07.2024","11,680","11,693","11,693","11,680","-0,26%"
"10.07.2024","11,710","11,690","11,710","11,690","-1,43%"
"09.07.2024","11,880","11,930","11,930","11,880","-0,67%"
"08.07.2024","11,960","12,000","12,000","11,960","-0,17%"
"05.07.2024","11,980","12,060","12,060","11,980","-0,75%"
"04.07.2024","12,070","12,070","12,070","12,070","-1,35%"
"03.07.2024","12,235","12,335","12,335","12,235","-2,24%"
"02.07.2024","12,515","12,470","12,515","12,470","0,68%"
"01.07.2024","12,430","12,430","12,430","12,430","0,81%"
"28.06.2024","12,330","12,330","12,330","12,330","0,65%"
"27.06.2024","12,250","12,220","12,250","12,220","1,16%"
"26.06.2024","12,110","12,170","12,170","12,110","0,54%"
"25.06.2024","12,045","11,985","12,045","11,985","0,75%"
"24.06.2024","11,955","11,975","11,975","11,955","-0,75%"
"21.06.2024","12,045","12,165","12,165","12,045","-0,58%"
"20.06.2024","12,115","12,020","12,115","12,020","-0,53%"
"19.06.2024","12,180","12,200","12,200","12,180","1,00%"
"18.06.2024","12,060","12,050","12,060","12,050","0,25%"
"17.06.2024","12,030","12,080","12,080","12,030","-0,25%"
"14.06.2024","12,060","12,160","12,160","12,060","-0,74%"
"13.06.2024","12,150","12,280","12,280","12,150","0,00%"
"12.06.2024","12,150","12,100","12,150","12,100","1,42%"
"11.06.2024","11,980","11,960","11,980","11,960","-0,58%"
"10.06.2024","12,050","12,150","12,150","12,050","1,43%"
"07.06.2024","11,880","11,880","11,880","11,880","0,85%"
"06.06.2024","11,780","11,800","11,800","11,780","-0,59%"
"04.06.2024","11,850","11,810","11,850","11,810","-0,17%"
"03.06.2024","11,870","11,870","11,870","11,870","0,25%"
"31.05.2024","11,840","11,890","11,890","11,840","0,00%"
"29.05.2024","11,840","11,840","11,840","11,840","1,20%"
"28.05.2024","11,700","11,620","11,700","11,620","0,26%"
"27.05.2024","11,670","11,720","11,720","11,670","-0,34%"
"24.05.2024","11,710","11,690","11,710","11,690","-0,34%"
"23.05.2024","11,750","11,760","11,760","11,750","-0,51%"
"22.05.2024","11,810","11,810","11,810","11,810","1,11%"
"21.05.2024","11,680","11,670","11,680","11,670","-0,68%"
"20.05.2024","11,760","11,770","11,770","11,760","0,60%"
"17.05.2024","11,690","11,655","11,690","11,655","0,86%"
"16.05.2024","11,590","11,610","11,610","11,590","0,35%"
"15.05.2024","11,550","11,550","11,550","11,550","-0,94%"
"14.05.2024","11,660","11,700","11,700","11,660","-0,85%"
"13.05.2024","11,760","11,760","11,760","11,760","-0,08%"
"10.05.2024","11,770","11,730","11,770","11,730","0,43%"
"09.05.2024","11,720","11,830","11,830","11,720","1,47%"
"08.05.2024","11,550","11,570","11,570","11,550","0,65%"
"07.05.2024","11,475","11,470","11,480","11,460","-0,48%"
"06.05.2024","11,530","11,450","11,530","11,440","0,61%"
"03.05.2024","11,460","11,480","11,480","11,440","-0,99%"
"02.05.2024","11,575","11,685","11,710","11,575","-1,87%"
"30.04.2024","11,795","11,695","11,795","11,695","1,38%"
"29.04.2024","11,635","11,610","11,640","11,600","0,04%"
"26.04.2024","11,630","11,620","11,655","11,620","-0,51%"
"25.04.2024","11,690","11,524","11,740","11,524","1,44%"
"24.04.2024","11,524","11,524","11,524","11,524","0,47%"
"23.04.2024","11,470","11,600","11,600","11,470","-0,17%"
"22.04.2024","11,490","11,490","11,490","11,490","0,35%"
"19.04.2024","11,450","11,510","11,510","11,450","-0,87%"
"18.04.2024","11,550","11,560","11,560","11,550","-1,45%"
"17.04.2024","11,720","11,710","11,720","11,710","-0,93%"
"16.04.2024","11,830","11,810","11,830","11,810","1,98%"
"15.04.2024","11,600","11,600","11,600","11,600","1,49%"
"12.04.2024","11,430","11,440","11,440","11,430","0,75%"
"11.04.2024","11,345","11,345","11,345","11,345","1,29%"
"03.04.2024","11,200","11,200","11,200","11,200","0,40%"
"02.04.2024","11,155","11,155","11,155","11,155","0,77%"
"01.04.2024","11,070","11,038","11,070","11,038","0,85%"
"28.03.2024","10,977","11,000","11,000","10,977","0,43%"
"27.03.2024","10,930","10,960","10,960","10,930","-0,09%"
"26.03.2024","10,940","10,960","10,960","10,940","0,37%"
"25.03.2024","10,900","10,930","10,930","10,900","-0,18%"
"22.03.2024","10,920","10,920","10,920","10,920","0,00%"
"21.03.2024","10,920","10,850","10,920","10,850","0,18%"
"20.03.2024","10,900","10,900","10,900","10,900","-0,46%"
"19.03.2024","10,950","10,980","10,980","10,950","-0,64%"
"18.03.2024","11,020","11,020","11,020","11,020","1,43%"
"15.03.2024","10,865","10,865","10,865","10,865","0,46%"
"14.03.2024","10,815","10,790","10,815","10,790","0,98%"
"13.03.2024","10,710","10,730","10,730","10,710","-0,05%"
"12.03.2024","10,715","10,750","10,750","10,715","-0,92%"
"11.03.2024","10,815","10,815","10,815","10,815","0,14%"
"08.03.2024","10,800","10,800","10,800","10,800","1,10%"
"07.03.2024","10,683","10,660","10,683","10,660","0,30%"
"06.03.2024","10,651","10,670","10,670","10,630","0,04%"
"05.03.2024","10,647","10,650","10,650","10,647","-0,54%"
"04.03.2024","10,705","10,740","10,740","10,705","-0,33%"
"01.03.2024","10,740","10,780","10,780","10,740","-0,29%"
"29.02.2024","10,771","10,840","10,840","10,760","-0,69%"
"28.02.2024","10,846","10,820","10,846","10,820","0,17%"
"27.02.2024","10,828","10,840","10,840","10,820","-0,40%"
"26.02.2024","10,872","10,820","10,880","10,820","0,57%"
"23.02.2024","10,810","10,770","10,810","10,770","0,22%"
"22.02.2024","10,786","10,760","10,800","10,760","0,65%"
"21.02.2024","10,716","10,700","10,720","10,700","-0,08%"
"20.02.2024","10,725","10,730","10,730","10,720","-0,36%"
"19.02.2024","10,764","10,765","10,765","10,740","-0,17%"
"16.02.2024","10,782","10,775","10,795","10,775","0,00%"
"15.02.2024","10,782","10,790","10,790","10,782","-0,05%"
"14.02.2024","10,787","10,755","10,787","10,755","0,34%"
"13.02.2024","10,750","10,750","10,750","10,750","0,00%"
"12.02.2024","10,750","10,750","10,750","10,750","0,00%"
"11.02.2024","10,750","10,750","10,750","10,750","0,66%"
"09.02.2024","10,680","10,675","10,680","10,675","-0,84%"
"08.02.2024","10,770","10,695","10,603","10,681","1,58%"
"07.02.2024","10,603","10,620","10,620","10,603","-0,44%"
"06.02.2024","10,650","10,623","10,650","10,570","-0,26%"
"05.02.2024","10,678","10,700","10,700","10,678","0,25%"
"04.02.2024","10,651","10,651","10,651","10,651","-0,83%"
"02.02.2024","10,740","10,533","10,740","10,533","1,13%"
"01.02.2024","10,620","10,640","10,640","10,538","-0,38%"
"31.01.2024","10,660","10,632","10,660","10,583","-0,11%"
"30.01.2024","10,672","10,660","10,672","10,660","-0,54%"
"29.01.2024","10,730","10,618","10,730","10,618","1,50%"
"28.01.2024","10,571","10,571","10,571","10,571","0,00%"
"27.01.2024","10,571","10,571","10,571","10,571","-0,83%"
"26.01.2024","10,660","10,760","10,760","10,585","-0,93%"
"25.01.2024","10,760","10,703","10,760","10,656","0,47%"
"24.01.2024","10,710","10,665","10,712","10,640","-0,28%"
"23.01.2024","10,740","10,745","10,745","10,725","-0,83%"
"22.01.2024","10,830","10,748","10,830","10,748","1,11%"
"20.01.2024","10,711","10,711","10,711","10,711","-0,82%"
"19.01.2024","10,800","10,715","10,800","10,704","-0,18%"
"18.01.2024","10,820","10,722","10,820","10,722","0,19%"
"17.01.2024","10,800","10,712","10,800","10,712","0,37%"
"16.01.2024","10,760","10,580","10,760","10,580","2,33%"
"15.01.2024","10,515","10,555","10,555","10,502","0,12%"
"14.01.2024","10,502","10,502","10,502","10,502","0,00%"
"13.01.2024","10,502","10,502","10,502","10,502","-0,83%"
"12.01.2024","10,590","10,523","10,590","10,508","-0,56%"
"11.01.2024","10,650","10,605","10,650","10,592","-0,47%"
"10.01.2024","10,700","10,620","10,700","10,620","-0,19%"
"09.01.2024","10,720","10,700","10,720","10,655","0,90%"
"08.01.2024","10,624","10,658","10,690","10,620","0,40%"
"06.01.2024","10,582","10,582","10,582","10,582","-0,82%"
"05.01.2024","10,670","10,595","10,670","10,575","0,19%"
"04.01.2024","10,650","10,570","10,650","10,519","1,14%"
"03.01.2024","10,530","10,470","10,530","10,470","0,29%"
"02.01.2024","10,500","10,445","10,500","10,398","1,34%"
"29.12.2023","10,361","10,361","10,361","10,361","0,00%"
"28.12.2023","10,361","10,350","10,361","10,300","0,01%"
"27.12.2023","10,360","10,337","10,360","10,261","-0,67%"
"26.12.2023","10,430","10,445","10,445","10,330","0,66%"
"25.12.2023","10,362","10,362","10,362","10,362","0,00%"
"24.12.2023","10,362","10,362","10,362","10,362","0,00%"
"23.12.2023","10,362","10,362","10,362","10,362","0,00%"
"22.12.2023","10,362","10,359","10,366","10,340","-1,50%"
"21.12.2023","10,520","10,435","10,520","10,435","0,57%"
"20.12.2023","10,460","10,510","10,510","10,387","-1,37%"
"19.12.2023","10,606","10,672","10,672","10,587","-0,46%"
"18.12.2023","10,655","10,637","10,655","10,637","0,31%"
"17.12.2023","10,622","10,622","10,622","10,622","0,00%"
"16.12.2023","10,622","10,622","10,622","10,622","0,00%"
"15.12.2023","10,622","10,630","10,630","10,622","-1,92%"
"14.12.2023","10,830","10,670","10,830","10,670","0,57%"
"13.12.2023","10,769","10,867","10,867","10,769","-1,92%"
"12.12.2023","10,980","10,930","10,980","10,907","-0,63%"
"11.12.2023","11,050","10,930","11,050","10,930","0,99%"
"10.12.2023","10,941","10,941","10,941","10,941","0,00%"
"09.12.2023","10,941","10,941","10,941","10,941","-0,71%"
"08.12.2023","11,020","10,930","11,020","10,930","1,45%"
"07.12.2023","10,862","10,875","10,890","10,842","-0,89%"
"06.12.2023","10,960","10,905","10,960","10,895","-0,15%"
"05.12.2023","10,977","10,962","10,977","10,962","0,14%"
"04.12.2023","10,962","10,889","10,972","10,889","1,38%"
"03.12.2023","10,812","10,812","10,812","10,812","-0,72%"
"01.12.2023","10,890","10,920","10,920","10,820","-0,73%"
"30.11.2023","10,970","10,885","10,970","10,852","0,27%"
