"Data","Último","Abertura","Máxima","Mínima","Var%"
"30.09.2011","11,619","11,700","12,100","11,610","-0,66%"
"29.09.2011","11,696","12,000","12,000","11,680","0,27%"
"28.09.2011","11,664","11,710","12,100","11,664","-0,11%"
"27.09.2011","11,677","11,930","12,150","11,540","-0,11%"
"26.09.2011","11,690","11,800","11,930","11,690","-1,87%"
"23.09.2011","11,913","12,260","12,400","11,913","-3,12%"
"22.09.2011","12,297","12,130","12,550","11,960","1,04%"
"21.09.2011","12,170","11,960","12,200","11,960","1,39%"
"20.09.2011","12,003","11,450","12,300","11,450","0,36%"
"19.09.2011","11,960","11,450","11,960","11,450","1,67%"
"16.09.2011","11,764","11,450","12,100","11,450","2,74%"
"15.09.2011","11,450","11,450","12,000","11,450","-2,35%"
"14.09.2011","11,725","11,450","12,000","11,450","0,56%"
"13.09.2011","11,660","11,450","11,900","11,450","2,87%"
"12.09.2011","11,335","11,600","11,800","11,335","-0,70%"
"09.09.2011","11,415","11,600","12,000","11,415","-0,98%"
"08.09.2011","11,528","11,440","11,700","11,405","0,84%"
"06.09.2011","11,432","11,600","11,800","11,380","-2,32%"
"05.09.2011","11,703","11,380","11,900","11,380","-1,66%"
"02.09.2011","11,900","11,380","11,900","11,380","3,53%"
"01.09.2011","11,494","11,640","11,810","11,470","-1,28%"
"31.08.2011","11,643","11,610","11,900","11,535","0,67%"
"30.08.2011","11,565","11,400","11,800","11,400","1,54%"
"29.08.2011","11,390","11,710","11,710","11,360","-2,99%"
"26.08.2011","11,741","11,940","12,100","11,710","-1,54%"
"25.08.2011","11,925","11,960","11,985","11,900","-0,27%"
"24.08.2011","11,957","11,960","12,100","11,957","1,19%"
"23.08.2011","11,816","11,830","11,900","11,794","-0,20%"
"22.08.2011","11,840","11,790","11,900","11,790","-0,25%"
"19.08.2011","11,870","11,750","11,870","11,670","1,32%"
"18.08.2011","11,715","11,870","11,870","11,715","-1,53%"
"17.08.2011","11,897","12,100","12,100","11,880","-4,10%"
"16.08.2011","12,405","12,150","12,405","12,150","2,19%"
"15.08.2011","12,139","12,405","12,405","12,110","-2,10%"
"12.08.2011","12,400","12,405","12,470","12,400","-0,72%"
"11.08.2011","12,490","12,340","12,490","12,340","0,99%"
"10.08.2011","12,368","12,405","12,405","12,270","0,54%"
"09.08.2011","12,301","12,405","12,410","12,290","0,27%"
"08.08.2011","12,268","12,405","12,420","12,268","-1,22%"
"05.08.2011","12,420","12,515","12,515","12,420","-0,04%"
"04.08.2011","12,425","12,555","12,555","12,425","-0,60%"
"03.08.2011","12,500","12,535","12,590","12,435","-0,40%"
"02.08.2011","12,550","12,555","12,690","12,550","-1,22%"
"01.08.2011","12,705","12,805","12,810","12,705","-0,82%"
"29.07.2011","12,810","12,850","12,850","12,775","0,27%"
"28.07.2011","12,775","12,555","12,775","12,555","0,94%"
"27.07.2011","12,656","12,555","12,740","12,555","0,56%"
"26.07.2011","12,585","12,555","12,650","12,555","-0,51%"
"25.07.2011","12,650","12,555","12,650","12,550","0,40%"
"22.07.2011","12,600","12,590","12,600","12,540","-0,24%"
"21.07.2011","12,630","12,555","12,630","12,555","0,72%"
"20.07.2011","12,540","12,555","12,600","12,515","0,24%"
"19.07.2011","12,510","12,555","12,555","12,510","-0,16%"
"18.07.2011","12,530","12,540","12,570","12,520","-0,32%"
"15.07.2011","12,570","12,486","12,820","12,375","0,80%"
"14.07.2011","12,470","12,470","12,600","12,460","0,08%"
"13.07.2011","12,460","12,430","12,820","12,375","-0,24%"
"12.07.2011","12,490","12,420","12,780","12,200","0,62%"
"11.07.2011","12,413","12,429","12,600","12,400","-0,06%"
"08.07.2011","12,420","12,381","12,520","12,375","0,06%"
"07.07.2011","12,412","12,410","12,490","12,245","0,39%"
"06.07.2011","12,364","12,408","12,500","12,364","-0,43%"
"05.07.2011","12,417","12,408","12,470","12,360","0,48%"
"04.07.2011","12,358","12,460","12,550","12,358","-0,15%"
"01.07.2011","12,377","12,429","12,820","12,377","-0,69%"
"30.06.2011","12,463","13,509","13,509","12,425","0,35%"
"29.06.2011","12,420","12,404","13,499","12,350","0,12%"
"28.06.2011","12,405","12,374","12,485","12,355","0,45%"
"27.06.2011","12,350","12,418","12,485","12,340","-0,08%"
"24.06.2011","12,360","12,409","12,425","12,355","-1,49%"
"22.06.2011","12,547","12,352","12,547","12,240","0,94%"
"21.06.2011","12,430","12,349","12,450","12,330","0,77%"
"20.06.2011","12,335","12,337","12,485","12,240","0,03%"
"17.06.2011","12,331","12,293","12,610","12,240","0,10%"
"16.06.2011","12,319","12,313","12,485","12,280","0,36%"
"15.06.2011","12,275","12,267","12,485","12,267","-0,16%"
"14.06.2011","12,295","12,258","12,485","12,250","0,34%"
"13.06.2011","12,253","12,310","12,485","12,240","0,10%"
"10.06.2011","12,241","12,318","12,600","12,240","-0,41%"
"09.06.2011","12,292","12,399","12,399","12,250","-0,07%"
"08.06.2011","12,301","12,447","12,547","12,301","-1,96%"
"07.06.2011","12,547","12,438","12,547","12,380","0,00%"
"06.06.2011","12,547","12,447","12,547","12,420","0,70%"
"03.06.2011","12,460","12,447","12,600","12,420","-0,69%"
"02.06.2011","12,547","12,447","12,710","12,420","0,00%"
"01.06.2011","12,547","12,501","12,550","12,390","0,00%"
"31.05.2011","12,547","12,553","12,600","12,410","0,00%"
"30.05.2011","12,547","12,544","12,550","12,460","0,00%"
"27.05.2011","12,547","12,565","12,580","12,470","0,00%"
"26.05.2011","12,547","12,615","12,700","12,250","0,00%"
"25.05.2011","12,547","12,535","12,690","12,485","0,97%"
"24.05.2011","12,427","12,524","12,650","12,427","0,00%"
"23.05.2011","12,427","12,494","12,570","12,427","0,00%"
"20.05.2011","12,427","12,445","12,550","12,427","0,00%"
"19.05.2011","12,427","12,445","12,500","12,425","0,00%"
"18.05.2011","12,427","12,532","12,700","12,420","0,00%"
"17.05.2011","12,427","12,511","12,555","12,420","-0,50%"
"16.05.2011","12,490","12,502","12,555","12,480","0,04%"
"13.05.2011","12,485","12,560","12,575","12,480","-0,04%"
"12.05.2011","12,490","12,480","12,570","12,470","-0,08%"
"11.05.2011","12,500","12,610","12,610","12,500","-0,18%"
"10.05.2011","12,523","12,560","12,600","12,500","0,06%"
"09.05.2011","12,515","12,605","12,650","12,500","0,62%"
"06.05.2011","12,438","12,630","12,735","12,438","0,00%"
"05.05.2011","12,438","12,700","12,700","12,438","0,00%"
"04.05.2011","12,438","12,670","12,800","12,438","0,00%"
"03.05.2011","12,438","12,630","12,860","12,438","-1,68%"
"02.05.2011","12,650","12,640","12,760","12,438","1,91%"
"29.04.2011","12,413","12,150","12,785","12,150","-0,02%"
"28.04.2011","12,415","12,150","12,890","12,150","-0,02%"
"27.04.2011","12,418","12,800","13,000","12,438","-0,09%"
"26.04.2011","12,429","12,920","13,030","12,438","0,05%"
"25.04.2011","12,423","12,780","12,920","12,438","0,17%"
"20.04.2011","12,402","12,760","12,830","12,438","-0,10%"
"19.04.2011","12,414","12,740","12,815","12,438","0,05%"
"18.04.2011","12,408","12,700","12,850","12,438","0,08%"
"15.04.2011","12,398","12,710","12,920","12,438","-0,02%"
"14.04.2011","12,401","12,770","12,830","12,438","-0,02%"
"13.04.2011","12,404","12,830","12,850","12,438","-0,02%"
"12.04.2011","12,406","12,870","12,870","12,438","-0,02%"
"11.04.2011","12,409","12,870","13,160","12,438","0,07%"
"08.04.2011","12,400","12,800","12,870","12,438","-0,02%"
"07.04.2011","12,403","12,860","12,880","12,438","-0,02%"
"06.04.2011","12,405","12,880","13,090","12,438","-0,02%"
"05.04.2011","12,408","12,800","12,880","12,438","-0,02%"
"04.04.2011","12,411","12,870","12,920","12,438","0,08%"
"01.04.2011","12,401","13,020","13,020","12,438","-0,30%"
"31.03.2011","12,438","12,930","13,000","12,438","-3,87%"
"30.03.2011","12,939","12,970","12,980","12,438","0,65%"
"29.03.2011","12,855","12,860","12,930","12,438","0,37%"
"28.03.2011","12,807","12,830","12,900","12,438","2,97%"
"25.03.2011","12,438","12,880","12,900","12,438","0,00%"
"24.03.2011","12,438","12,810","12,930","12,250","0,00%"
"23.03.2011","12,438","12,870","12,890","12,250","0,00%"
"22.03.2011","12,438","12,880","12,900","12,250","-3,00%"
"21.03.2011","12,823","12,820","13,030","12,438","0,16%"
"18.03.2011","12,803","12,820","13,010","12,438","0,39%"
"17.03.2011","12,753","12,740","12,850","12,438","2,53%"
"16.03.2011","12,438","12,760","12,890","12,438","-1,74%"
"15.03.2011","12,658","12,590","12,850","12,430","0,68%"
"14.03.2011","12,573","12,590","12,780","12,438","-0,43%"
"11.03.2011","12,627","12,480","12,780","12,438","0,00%"
"10.03.2011","12,627","12,480","12,790","12,438","1,52%"
"09.03.2011","12,438","12,690","12,750","12,438","-1,85%"
"04.03.2011","12,673","12,460","12,840","12,438","0,77%"
"03.03.2011","12,576","12,460","12,740","12,438","0,58%"
"02.03.2011","12,504","12,460","12,600","12,438","0,09%"
"28.02.2011","12,493","12,500","12,550","12,330","0,26%"
"25.02.2011","12,460","12,530","12,600","12,330","0,18%"
"23.02.2011","12,438","12,230","12,640","12,230","-0,50%"
"22.02.2011","12,500","12,510","12,630","12,438","-0,48%"
"21.02.2011","12,560","12,680","12,680","12,438","0,40%"
"18.02.2011","12,510","12,625","12,625","12,438","-0,24%"
"17.02.2011","12,540","12,680","12,730","12,438","-1,26%"
"16.02.2011","12,700","12,795","12,870","12,438","-0,63%"
"15.02.2011","12,780","12,920","12,920","12,220","-0,41%"
"14.02.2011","12,833","12,800","12,970","12,438","0,18%"
"11.02.2011","12,810","12,800","12,900","12,438","0,23%"
"10.02.2011","12,780","12,640","12,990","12,220","0,55%"
"09.02.2011","12,710","12,700","12,820","12,438","-0,08%"
"08.02.2011","12,720","12,970","13,090","12,438","-1,85%"
"07.02.2011","12,960","13,020","13,860","12,438","-0,15%"
"04.02.2011","12,980","12,880","13,060","12,438","1,09%"
"03.02.2011","12,840","12,790","12,910","12,438","0,08%"
"02.02.2011","12,830","12,920","13,050","12,438","-0,70%"
"01.02.2011","12,920","13,050","13,070","12,438","3,88%"
"31.01.2011","12,438","12,810","12,900","12,438","-2,98%"
"28.01.2011","12,820","12,845","12,875","12,700","0,23%"
"27.01.2011","12,790","12,670","13,075","12,670","-0,31%"
"26.01.2011","12,830","12,670","12,830","12,670","1,42%"
"24.01.2011","12,650","12,620","12,715","12,438","0,40%"
"21.01.2011","12,600","12,560","12,700","12,438","-0,16%"
"20.01.2011","12,620","12,585","12,660","12,525","1,46%"
"19.01.2011","12,438","12,570","12,670","12,438","-1,21%"
"18.01.2011","12,590","12,570","12,750","12,438","-0,47%"
"17.01.2011","12,650","12,570","12,750","12,438","0,72%"
"14.01.2011","12,560","12,500","12,600","12,438","0,98%"
"13.01.2011","12,438","12,490","12,580","12,425","-0,50%"
"12.01.2011","12,500","12,410","12,510","12,390","0,89%"
"11.01.2011","12,390","12,470","12,600","12,360","-0,39%"
"10.01.2011","12,438","12,360","12,480","12,300","0,52%"
"07.01.2011","12,374","12,170","12,438","12,140","1,93%"
"06.01.2011","12,140","12,140","12,438","12,100","0,33%"
"05.01.2011","12,100","12,170","12,438","12,060","0,41%"
"04.01.2011","12,050","12,050","12,438","12,020","-3,12%"
"03.01.2011","12,438","12,190","12,438","12,010","0,00%"
"30.12.2010","12,438","12,270","12,438","12,170","0,60%"
"29.12.2010","12,364","12,360","12,438","12,260","0,60%"
"28.12.2010","12,290","12,345","12,438","12,290","-0,32%"
"27.12.2010","12,330","12,320","12,440","12,320","0,08%"
"23.12.2010","12,320","12,290","12,438","12,220","0,08%"
"22.12.2010","12,310","12,490","12,620","12,260","-1,28%"
"21.12.2010","12,470","12,510","12,610","12,420","0,16%"
"20.12.2010","12,450","12,500","12,600","12,430","-0,08%"
"17.12.2010","12,460","12,535","12,575","12,410","0,03%"
"16.12.2010","12,456","12,555","12,790","12,438","-0,91%"
"15.12.2010","12,570","12,435","12,570","12,385","0,61%"
"14.12.2010","12,494","12,375","12,550","12,335","0,37%"
"13.12.2010","12,448","12,335","12,500","12,285","0,34%"
"10.12.2010","12,406","12,500","12,500","12,320","-0,27%"
"09.12.2010","12,440","12,400","12,540","12,345","0,38%"
"08.12.2010","12,393","12,290","12,500","12,280","0,07%"
"07.12.2010","12,384","12,330","12,438","12,250","-0,43%"
"06.12.2010","12,438","12,315","12,438","12,305","0,18%"
"03.12.2010","12,416","12,300","12,800","12,125","0,92%"
"02.12.2010","12,303","12,380","12,720","12,300","-0,62%"
"01.12.2010","12,380","12,460","12,650","12,340","-1,80%"
"30.11.2010","12,607","12,490","12,720","12,430","1,36%"
"29.11.2010","12,438","12,720","13,090","12,370","0,00%"
"26.11.2010","12,438","12,365","12,500","12,260","0,30%"
"25.11.2010","12,401","12,490","12,720","11,870","-1,57%"
"24.11.2010","12,599","12,720","12,780","12,438","-0,48%"
"23.11.2010","12,660","12,760","12,910","12,620","-0,78%"
"22.11.2010","12,760","12,441","12,820","12,430","2,56%"
"19.11.2010","12,441","12,462","12,560","12,430","-0,17%"
"18.11.2010","12,462","12,490","12,610","11,890","0,31%"
"17.11.2010","12,424","12,414","12,570","12,360","0,08%"
"16.11.2010","12,414","12,350","12,500","11,890","1,42%"
"12.11.2010","12,240","12,250","12,250","12,180","0,48%"
"11.11.2010","12,182","12,220","12,280","12,182","-0,31%"
"10.11.2010","12,220","12,285","12,320","12,155","0,21%"
"09.11.2010","12,195","12,190","12,235","11,890","0,04%"
"08.11.2010","12,190","12,080","12,300","11,925","0,99%"
"05.11.2010","12,070","11,925","12,070","11,890","1,22%"
"04.11.2010","11,925","11,890","11,950","11,760","0,29%"
"03.11.2010","11,890","11,850","11,970","11,770","0,34%"
"01.11.2010","11,850","11,920","12,320","11,820","-0,59%"
"29.10.2010","11,920","12,170","12,380","11,920","-2,05%"
"28.10.2010","12,170","12,270","12,300","12,170","-0,81%"
"27.10.2010","12,270","12,125","12,350","12,125","1,20%"
"26.10.2010","12,125","12,140","12,310","12,080","-1,02%"
"25.10.2010","12,250","12,140","12,370","12,140","0,66%"
"22.10.2010","12,170","12,130","12,310","12,100","0,33%"
"21.10.2010","12,130","11,625","12,150","11,625","1,25%"
"20.10.2010","11,980","11,480","12,020","11,480","0,25%"
"19.10.2010","11,950","11,480","12,020","11,480","2,49%"
"18.10.2010","11,660","11,480","11,660","11,480","1,57%"
"15.10.2010","11,480","11,760","11,760","11,430","-0,95%"
"14.10.2010","11,590","11,770","11,860","11,490","-1,53%"
"13.10.2010","11,770","11,830","11,890","11,280","-0,51%"
"11.10.2010","11,830","11,830","11,910","11,810","-0,08%"
"08.10.2010","11,840","11,875","11,920","11,790","0,00%"
"07.10.2010","11,840","11,940","11,940","11,840","-0,84%"
"06.10.2010","11,940","11,910","11,960","11,820","0,42%"
"05.10.2010","11,890","11,855","12,050","11,855","-0,42%"
"04.10.2010","11,940","12,000","12,000","11,840","-0,33%"
"01.10.2010","11,980","12,150","12,150","11,860","-0,33%"
"30.09.2010","12,020","11,920","12,040","11,890","0,84%"
"29.09.2010","11,920","11,930","12,010","11,820","-0,08%"
"28.09.2010","11,930","11,685","11,970","11,685","1,10%"
"27.09.2010","11,800","11,860","11,870","11,530","0,77%"
"24.09.2010","11,710","11,860","11,860","11,590","-0,34%"
"23.09.2010","11,750","11,910","11,910","11,750","-1,34%"
"22.09.2010","11,910","11,860","12,030","11,770","0,51%"
"21.09.2010","11,850","11,690","11,980","11,690","-0,46%"
"20.09.2010","11,905","11,690","11,905","11,690","0,55%"
"17.09.2010","11,840","11,690","12,110","11,690","-1,00%"
"16.09.2010","11,960","11,780","12,010","11,690","1,53%"
"15.09.2010","11,780","11,565","11,870","11,565","0,43%"
"14.09.2010","11,730","11,565","11,820","11,565","-0,26%"
"13.09.2010","11,760","11,565","11,830","11,565","0,34%"
"10.09.2010","11,720","11,565","11,770","11,565","0,17%"
"09.09.2010","11,700","11,650","11,830","11,430","0,43%"
"08.09.2010","11,650","11,630","11,660","11,380","0,43%"
"06.09.2010","11,600","11,630","11,660","11,600","0,82%"
"03.09.2010","11,506","11,645","11,780","11,506","-1,91%"
"02.09.2010","11,730","11,680","11,760","11,506","0,43%"
"01.09.2010","11,680","11,510","11,680","11,506","1,48%"
"31.08.2010","11,510","11,575","11,575","11,506","-0,52%"
"30.08.2010","11,570","11,560","11,575","11,550","1,14%"
"26.08.2010","11,440","11,300","11,440","11,270","1,24%"
"25.08.2010","11,300","11,270","11,345","11,260","0,36%"
"24.08.2010","11,260","11,537","11,537","11,260","-0,44%"
"23.08.2010","11,310","11,490","11,492","11,310","-1,57%"
"20.08.2010","11,490","11,480","12,160","11,480","-0,17%"
"19.08.2010","11,510","11,560","11,560","11,460","-0,26%"
"18.08.2010","11,540","11,700","11,700","11,540","-1,11%"
"17.08.2010","11,670","11,700","11,700","11,640","-0,26%"
"16.08.2010","11,700","11,820","11,831","11,690","-1,18%"
"13.08.2010","11,840","11,820","11,840","11,820","0,17%"
"12.08.2010","11,820","11,790","11,820","11,780","0,25%"
"11.08.2010","11,790","11,875","11,875","11,790","-0,25%"
"10.08.2010","11,820","12,030","12,030","11,820","-0,59%"
"09.08.2010","11,890","12,020","12,040","11,888","-1,08%"
"06.08.2010","12,020","11,990","12,040","11,990","0,25%"
"05.08.2010","11,990","12,070","12,071","11,990","-0,66%"
"04.08.2010","12,070","11,980","12,070","11,980","0,58%"
"03.08.2010","12,000","11,950","12,000","11,940","0,42%"
"02.08.2010","11,950","12,090","12,090","11,950","-0,50%"
"30.07.2010","12,010","12,120","12,120","12,000","-0,93%"
"29.07.2010","12,123","12,111","12,180","12,045","0,02%"
"28.07.2010","12,120","12,052","12,225","12,045","0,56%"
"27.07.2010","12,052","12,080","12,090","12,052","-0,22%"
"26.07.2010","12,079","12,225","12,225","12,079","-0,61%"
"23.07.2010","12,153","12,135","12,225","12,130","0,16%"
"22.07.2010","12,134","12,079","12,160","12,079","0,46%"
"21.07.2010","12,079","12,280","12,280","12,079","-1,64%"
"20.07.2010","12,280","12,290","12,302","12,280","-0,18%"
"19.07.2010","12,302","12,230","12,302","12,230","0,44%"
"16.07.2010","12,248","12,280","12,283","12,230","-0,26%"
"15.07.2010","12,280","12,240","12,290","12,240","0,12%"
"14.07.2010","12,265","12,235","12,270","12,220","0,35%"
"13.07.2010","12,222","12,270","12,270","12,222","-0,39%"
"12.07.2010","12,270","12,290","12,290","12,240","-0,15%"
"08.07.2010","12,288","12,270","12,290","12,228","0,47%"
"07.07.2010","12,230","12,270","12,270","12,228","-0,10%"
"06.07.2010","12,242","12,270","12,270","12,220","-0,01%"
"05.07.2010","12,243","12,250","12,410","12,220","-0,02%"
"02.07.2010","12,245","12,320","12,330","12,230","-0,32%"
"01.07.2010","12,284","12,788","12,788","12,284","-3,94%"
"30.06.2010","12,788","12,788","12,788","12,320","0,00%"
"29.06.2010","12,788","12,788","12,788","12,320","0,00%"
"28.06.2010","12,788","12,788","12,788","12,310","0,00%"
"25.06.2010","12,788","12,420","12,788","12,360","2,96%"
"24.06.2010","12,420","12,470","12,788","12,360","-0,40%"
"23.06.2010","12,470","12,450","12,788","12,430","0,16%"
"22.06.2010","12,450","12,350","12,788","12,350","0,81%"
"21.06.2010","12,350","12,410","12,788","12,350","-0,64%"
"18.06.2010","12,430","12,788","12,788","12,410","-0,24%"
"17.06.2010","12,460","12,788","13,030","12,460","-0,88%"
"16.06.2010","12,570","12,788","12,800","12,570","-1,49%"
"15.06.2010","12,760","12,788","12,788","12,690","-0,22%"
"14.06.2010","12,788","12,788","12,788","12,470","1,25%"
"11.06.2010","12,630","12,788","12,788","12,550","0,48%"
"10.06.2010","12,570","12,510","12,788","12,440","0,48%"
"09.06.2010","12,510","12,788","12,788","12,430","0,64%"
"08.06.2010","12,430","12,788","12,788","12,430","0,16%"
"07.06.2010","12,410","12,788","12,788","12,410","-2,96%"
"04.06.2010","12,788","12,788","12,788","12,788","-4,35%"
"09.12.2009","13,370","13,380","13,400","12,440","7,48%"
"08.12.2009","12,440","13,310","13,360","12,440","-5,90%"
"07.12.2009","13,220","13,380","13,380","12,403","6,25%"
"04.12.2009","12,442","13,350","13,380","12,442","-6,31%"
"03.12.2009","13,280","13,390","13,400","12,473","6,47%"
"02.12.2009","12,473","13,335","13,395","12,438","-6,34%"
"01.12.2009","13,318","13,410","13,450","12,438","6,48%"
"30.11.2009","12,507","13,360","13,470","12,430","0,62%"
"27.11.2009","12,430","13,380","13,440","12,430","0,24%"
"26.11.2009","12,400","13,210","13,370","12,400","-5,44%"
"25.11.2009","13,114","13,210","13,270","12,292","6,36%"
"24.11.2009","12,330","13,240","13,260","12,330","-0,01%"
"23.11.2009","12,331","13,220","13,280","12,331","-6,12%"
"19.11.2009","13,135","13,250","13,300","12,313","6,49%"
"18.11.2009","12,335","13,130","13,330","12,335","0,22%"
"17.11.2009","12,308","13,270","13,290","12,308","-0,02%"
"16.11.2009","12,311","13,150","13,290","12,311","-6,38%"
"13.11.2009","13,150","13,290","13,330","12,328","6,24%"
"12.11.2009","12,378","13,240","13,340","12,318","-5,73%"
"11.11.2009","13,130","13,200","13,260","13,110","6,85%"
"10.11.2009","12,288","13,180","13,210","12,288","0,12%"
"09.11.2009","12,273","13,220","13,290","12,273","-0,10%"
"06.11.2009","12,285","13,330","13,330","12,285","-0,25%"
"05.11.2009","12,316","13,210","13,330","12,316","-0,54%"
"04.11.2009","12,383","12,372","13,300","12,372","-6,33%"
"03.11.2009","13,220","13,190","13,320","12,440","-0,31%"
"30.10.2009","13,261","13,340","13,340","12,366","0,61%"
"29.10.2009","13,180","13,300","13,380","12,366","6,47%"
"28.10.2009","12,379","13,220","13,270","12,290","0,72%"
"27.10.2009","12,290","13,330","13,330","12,290","-6,62%"
"26.10.2009","13,161","13,320","13,360","12,340","6,05%"
"23.10.2009","12,410","13,350","13,430","12,410","-0,10%"
"22.10.2009","12,423","13,180","13,380","12,271","-4,59%"
"21.10.2009","13,020","13,170","13,210","13,020","6,04%"
"20.10.2009","12,278","13,230","13,480","12,278","-0,94%"
"19.10.2009","12,394","13,140","13,280","12,394","2,57%"
"16.10.2009","12,084","12,925","13,085","12,084","0,81%"
"15.10.2009","11,987","12,755","12,875","11,987","-5,38%"
"14.10.2009","12,668","12,850","12,900","11,845","-0,60%"
"13.10.2009","12,745","12,720","12,840","11,922","0,24%"
"09.10.2009","12,715","12,700","12,740","11,873","0,12%"
"08.10.2009","12,700","12,630","12,885","11,816","0,55%"
"07.10.2009","12,630","12,640","12,765","12,620","-0,08%"
"06.10.2009","12,640","12,805","12,905","12,640","6,52%"
"05.10.2009","11,866","12,795","12,815","11,866","-0,34%"
"02.10.2009","11,907","12,935","12,950","11,907","-0,96%"
"01.10.2009","12,023","12,915","12,965","12,023","-6,14%"
"30.09.2009","12,810","12,865","12,945","11,963","0,23%"
"29.09.2009","12,780","12,860","12,900","12,780","0,00%"
"28.09.2009","12,780","12,500","13,080","12,500","-0,93%"
"25.09.2009","12,900","13,100","13,220","12,081","-0,85%"
"24.09.2009","13,010","12,980","13,100","12,890","0,93%"
"23.09.2009","12,890","12,860","13,010","12,071","0,31%"
"22.09.2009","12,850","13,000","13,120","12,119","-0,62%"
"21.09.2009","12,930","12,980","13,060","12,880","0,36%"
"18.09.2009","12,884","13,000","13,060","12,132","-0,51%"
"17.09.2009","12,950","13,100","13,190","12,212","-0,67%"
"16.09.2009","13,037","13,060","13,200","12,136","0,59%"
"15.09.2009","12,960","13,030","13,080","12,079","0,47%"
"14.09.2009","12,900","12,990","13,030","12,097","-0,15%"
"11.09.2009","12,920","12,920","13,045","12,920","6,76%"
"10.09.2009","12,102","12,975","13,005","12,102","0,23%"
"09.09.2009","12,074","12,970","13,020","12,046","-6,04%"
"08.09.2009","12,850","12,075","13,010","12,075","-0,16%"
"04.09.2009","12,870","12,910","12,910","12,870","6,49%"
"03.09.2009","12,086","12,970","13,050","12,069","0,14%"
"02.09.2009","12,069","12,920","12,980","12,030","0,06%"
"01.09.2009","12,062","12,960","12,980","12,062","-6,28%"
"31.08.2009","12,870","12,980","13,020","12,075","6,58%"
"28.08.2009","12,075","12,850","13,000","12,035","-6,03%"
"27.08.2009","12,850","12,890","12,990","12,042","-0,08%"
"26.08.2009","12,860","12,960","12,970","12,053","-0,08%"
"25.08.2009","12,870","13,000","13,020","12,070","-0,16%"
"24.08.2009","12,890","13,040","13,060","12,131","6,26%"
"21.08.2009","12,131","12,910","13,060","12,131","0,32%"
"20.08.2009","12,092","12,820","13,030","12,092","-5,16%"
"19.08.2009","12,750","12,780","12,810","11,876","0,39%"
"18.08.2009","12,700","12,770","12,820","11,860","0,16%"
"17.08.2009","12,680","12,860","12,860","11,951","6,10%"
"14.08.2009","11,951","12,960","12,960","11,951","-0,75%"
"13.08.2009","12,041","12,980","13,010","12,041","-0,58%"
"12.08.2009","12,111","12,930","13,040","12,111","-6,33%"
"11.08.2009","12,930","12,880","13,060","12,060","0,39%"
"10.08.2009","12,880","12,860","13,000","12,035","0,16%"
"07.08.2009","12,860","12,790","12,860","11,965","7,48%"
"06.08.2009","11,965","12,870","12,920","11,965","-0,15%"
"05.08.2009","11,983","12,820","12,860","11,869","0,96%"
"04.08.2009","11,869","12,690","12,830","11,869","-0,08%"
"03.08.2009","11,879","12,810","12,810","11,879","-7,27%"
"31.07.2009","12,810","12,890","12,990","12,003","-0,08%"
"30.07.2009","12,820","12,750","12,920","11,840","0,79%"
"29.07.2009","12,720","12,780","12,800","12,650","7,52%"
"28.07.2009","11,830","12,750","12,810","11,830","-6,41%"
"27.07.2009","12,640","12,860","12,860","11,989","-1,33%"
"24.07.2009","12,810","13,040","13,080","11,989","5,45%"
"23.07.2009","12,148","12,955","13,115","12,148","0,44%"
"22.07.2009","12,095","13,010","13,040","12,095","-6,46%"
"21.07.2009","12,930","13,010","13,060","12,111","6,46%"
"20.07.2009","12,145","13,040","13,040","12,145","-6,65%"
"17.07.2009","13,010","13,050","13,080","12,178","0,08%"
"16.07.2009","13,000","13,000","13,090","12,131","0,39%"
"15.07.2009","12,950","12,920","13,450","11,952","8,35%"
"14.07.2009","11,952","13,040","13,050","11,952","-1,15%"
"13.07.2009","12,091","12,845","13,010","11,975","0,80%"
"10.07.2009","11,995","12,880","12,890","11,995","0,00%"
"08.07.2009","11,995","12,965","13,080","11,995","-0,70%"
"07.07.2009","12,080","13,040","13,100","12,080","-0,36%"
"06.07.2009","12,124","12,040","13,016","12,033","-6,52%"
"03.07.2009","12,970","12,040","13,000","12,008","1,09%"
"02.07.2009","12,830","12,853","12,930","11,957","-0,18%"
"01.07.2009","12,853","12,870","12,950","12,870","0,26%"
"30.06.2009","12,820","12,910","13,030","12,910","-0,47%"
"29.06.2009","12,880","12,560","12,910","11,670","2,55%"
"26.06.2009","12,560","12,640","12,650","12,500","7,44%"
"25.06.2009","11,690","12,680","12,740","11,690","-7,22%"
"24.06.2009","12,600","12,710","12,880","12,600","-0,24%"
"23.06.2009","12,630","12,740","12,830","12,630","-0,55%"
"22.06.2009","12,700","12,750","12,835","11,880","6,45%"
"19.06.2009","11,930","12,790","13,010","11,930","-6,14%"
"18.06.2009","12,710","12,590","12,840","12,530","1,36%"
"17.06.2009","12,540","12,480","12,640","11,850","0,48%"
"16.06.2009","12,480","11,840","12,730","11,840","-1,50%"
"15.06.2009","12,670","12,610","12,770","11,760","0,64%"
"12.06.2009","12,590","12,680","13,250","12,350","6,33%"
"10.06.2009","11,840","12,680","12,900","11,840","-6,62%"
"09.06.2009","12,680","12,350","12,750","11,530","2,67%"
"08.06.2009","12,350","11,400","12,445","11,400","1,06%"
"05.06.2009","12,220","12,070","12,350","12,070","8,53%"
"04.06.2009","11,260","12,100","12,260","11,260","-6,94%"
